exporter,product,periodX,periodY,intercept,intercept_p_value,beta,beta_p_value,gamma,r_squared
LV,3,201904,201905,0.008610374,0.349883696,0.820315996,1.59633E-07,-0.179684004,0.847939469
LV,3,201905,201906,0.004161261,0.621377344,0.913737016,2.91458E-08,-0.086262984,0.843581161
LV,3,201906,201907,-0.006967671,0.636440654,1.161202114,2.89447E-06,0.161202114,0.800560059
LV,3,201907,201908,0.011747599,0.052744282,0.805918549,8.94032E-11,-0.194081451,0.94361712
LV,3,201908,201909,0.000871865,0.880839035,0.980924519,8.95763E-11,-0.019075481,0.954258221
LV,3,201909,201910,0.009344278,0.412713576,0.844133478,2.46531E-06,-0.155866522,0.805014473
LV,3,201910,201911,-0.009728374,0.484054739,1.128972448,1.34824E-06,0.128972448,0.820907554
LV,3,201911,201912,0.009239784,0.086114464,0.85294769,1.24042E-11,-0.14705231,0.956636504
LV,3,201912,202001,0.001236395,0.738410728,0.922085498,1.35522E-13,-0.077914502,0.976226177
LV,3,202001,202002,0.000863826,0.833884004,0.98076383,5.84989E-14,-0.01923617,0.959254077
LV,3,202002,202003,-0.006447363,0.298987938,1.113617878,1.56008E-11,0.113617878,0.945529883
LV,3,202003,202004,0.010794375,0.141403072,0.813721483,3.81962E-09,-0.186278517,0.892012569
LV,3,202004,202005,0.003486951,0.605610619,0.926500415,6.16317E-10,-0.073499585,0.886409139
LV,3,202005,202006,-0.002225706,0.718477705,1.037394515,2.75013E-11,0.037394515,0.919447209
LV,3,202006,202007,0.00257771,0.828431154,0.948755519,1.18848E-06,-0.051244481,0.7803026
LV,3,202007,202008,0.005244482,0.416309473,0.950775647,1.47393E-10,-0.049224353,0.939745039
LV,3,202008,202009,0.013005083,0.266791581,0.764970809,5.54219E-06,-0.235029191,0.781487407
LV,3,202009,202010,-0.001333755,0.77689211,1.012270865,3.98985E-13,0.012270865,0.949590708
LV,3,202010,202011,0.000983153,0.860775325,0.974858002,6.64338E-12,-0.025141998,0.920579958
LV,3,202011,202012,-0.001590971,0.659887887,1.025384205,1.78609E-15,0.025384205,0.972329516
LV,4,200801,200802,-0.003981039,0.172337676,1.037193698,1.33518E-14,0.037193698,0.997777675
LV,4,200802,200803,0.00138735,0.476829003,0.98548665,4.25212E-16,-0.01451335,0.998884523
LV,4,200803,200804,0.003457903,0.103513993,0.960414412,8.03719E-17,-0.039585588,0.998458665
LV,4,200804,200805,-0.00197219,0.313698582,1.024657028,3.55254E-17,0.024657028,0.998671267
LV,4,200805,200806,0.003790032,0.119175688,0.952654892,5.91733E-17,-0.047345108,0.997470369
LV,4,200806,200807,-0.002580866,0.283343037,1.030761579,5.88103E-18,0.030761579,0.997174323
LV,4,200807,200808,-0.000428231,0.884290395,1.002353622,1.89384E-17,0.002353622,0.994896218
LV,4,200808,200809,0.000283395,0.861829154,0.995819355,5.24156E-22,-0.004180645,0.998201154
LV,4,200809,200810,-0.000195144,0.879892985,1.004736169,1.48816E-23,0.004736169,0.998881155
LV,4,200810,200811,-0.000634203,0.687696627,1.007783725,2.83056E-20,0.007783725,0.998756581
LV,4,200811,200812,0.002213413,0.329440815,0.971864969,5.12977E-19,-0.028135031,0.996951713
LV,4,200812,200901,0.000177685,0.953904407,0.995423511,2.41013E-16,-0.004576489,0.994997931
LV,4,200901,200902,0.001445246,0.397986445,0.97423517,1.41899E-20,-0.02576483,0.998174001
LV,4,200902,200903,-0.001154031,0.552521061,1.014973271,1.19578E-21,0.014973271,0.997028351
LV,4,200903,200904,-0.000447253,0.544396655,1.009468205,1.99558E-28,0.009468205,0.999577467
LV,4,200904,200905,-0.000242435,0.85868507,0.998917752,4.02655E-24,-0.001082248,0.998541374
LV,4,200905,200906,0.001206694,0.454091857,0.981300084,6.21899E-22,-0.018699916,0.998159677
LV,4,200906,200907,-0.001830395,0.09748876,1.014322978,7.11484E-26,0.014322978,0.999119231
LV,4,200907,200908,-0.001206117,0.305264709,1.026061482,2.69304E-24,0.026061482,0.999109184
LV,4,200908,200909,0.00479113,0.016367928,0.941499906,3.20113E-19,-0.058500094,0.998194209
LV,4,200909,200910,0.000553133,0.74723394,0.992066166,2.36771E-21,-0.007933834,0.997800625
LV,4,200910,200911,0.00082433,0.797553765,0.986654209,7.59891E-18,-0.013345791,0.991123505
LV,4,200911,200912,-0.002067993,0.424539382,1.028942357,6.82668E-19,0.028942357,0.99532028
LV,4,200912,201001,-0.001007534,0.610974869,1.014559117,1.14923E-20,0.014559117,0.997285042
LV,4,201001,201002,0.00421099,0.105651633,0.929864829,4.36447E-20,-0.070135171,0.993589903
LV,4,201002,201003,-0.001461258,0.476033629,1.02489366,7.0237E-22,0.02489366,0.996055998
LV,4,201003,201004,0.002345302,0.673560529,0.959757896,7.08701E-14,-0.040242104,0.972203425
LV,4,201004,201005,-0.001130661,0.753350863,1.015418608,3.22776E-15,0.015418608,0.992545109
LV,4,201005,201006,-0.003905157,0.2907736,1.042891194,9.99667E-15,0.042891194,0.994053808
LV,4,201006,201007,0.001439045,0.194393349,0.974636711,1.77778E-25,-0.025363289,0.999012417
LV,4,201007,201008,-0.001832942,0.086169584,1.029336492,3.27409E-27,0.029336492,0.999069377
LV,4,201008,201009,0.001489847,0.211352509,0.974919021,5.49967E-25,-0.025080979,0.998862694
LV,4,201009,201010,-0.000451166,0.744020295,1.00790478,7.96147E-26,0.00790478,0.998038982
LV,4,201010,201011,0.003299212,0.055073127,0.947226333,2.9527E-23,-0.052773667,0.997283298
LV,4,201011,201012,-8.25241E-05,0.963720972,1.000554112,1.60107E-22,0.000554112,0.996685607
LV,4,201012,201101,-0.001902672,0.404903438,1.029607035,7.26234E-22,0.029607035,0.994599724
LV,4,201101,201102,-0.001400036,0.403921028,1.024680591,1.9205E-24,0.024680591,0.997207032
LV,4,201102,201103,-0.000588186,0.747547947,1.010108855,6.30979E-23,0.010108855,0.997029457
LV,4,201103,201104,-0.002498837,0.03703725,1.038533582,9.96392E-26,0.038533582,0.999081362
LV,4,201104,201105,0.003627447,0.084424466,0.949734924,1.89203E-20,-0.050265076,0.997098465
LV,4,201105,201106,-0.000792917,0.707975251,1.009174538,4.86351E-21,0.009174538,0.996458838
LV,4,201106,201107,-0.001487613,0.464927668,1.021713494,3.81871E-23,0.021713494,0.996106681
LV,4,201107,201108,-0.000245378,0.69479089,1.006222733,2.36418E-32,0.006222733,0.999630802
LV,4,201108,201109,0.000735497,0.386162929,0.988502834,9.32358E-29,-0.011497166,0.999387711
LV,4,201109,201110,0.000788937,0.358088502,0.985638992,1.36897E-28,-0.014361008,0.999359409
LV,4,201110,201111,-0.003020729,0.0443949,1.048631829,3.43815E-25,0.048631829,0.99839102
LV,4,201111,201112,0.001291132,0.100289453,0.97680265,2.32365E-28,-0.02319735,0.999569351
LV,4,201112,201201,0.003008804,0.208519003,0.948535097,1.2689E-21,-0.051464903,0.99425439
LV,4,201201,201202,-0.000875182,0.659989309,1.01415241,4.35925E-23,0.01415241,0.996049001
LV,4,201202,201203,-0.002816147,0.126945026,1.043138628,2.20592E-23,0.043138628,0.997374895
LV,4,201203,201204,-0.000497647,0.766104232,1.000031446,6.80015E-23,3.14461E-05,0.997923283
LV,4,201204,201205,-0.001245375,0.350630566,1.019834767,1.01004E-26,0.019834767,0.998440943
LV,4,201205,201206,0.001437593,0.085047205,0.976603049,2.01204E-30,-0.023396951,0.999395086
LV,4,201206,201207,-0.000344755,0.569574371,1.004438454,1.10225E-32,0.004438454,0.999660814
LV,4,201207,201208,-3.2876E-06,0.99761014,1.000053316,4.60501E-29,5.33164E-05,0.998754389
LV,4,201208,201209,0.001686711,0.111532805,0.972713083,2.36684E-28,-0.027286917,0.99897259
LV,4,201209,201210,0.001536476,0.383814681,0.972783425,8.0144E-25,-0.027216575,0.996518876
LV,4,201210,201211,0.00145962,0.390364749,0.96805656,1.02786E-25,-0.03194344,0.996228456
LV,4,201211,201212,-0.002840565,0.046126633,1.052445145,3.46916E-27,0.052445145,0.998036884
LV,4,201212,201301,0.00053974,0.681521039,0.991199769,2.47666E-26,-0.008800231,0.998277578
LV,4,201301,201302,0.001690521,0.576277965,0.969113025,3.13789E-20,-0.030886975,0.989406962
LV,4,201302,201303,-0.001054976,0.64391206,1.014650716,5.39294E-22,0.014650716,0.994775333
LV,4,201303,201304,0.000949487,0.653411662,0.982251107,1.89982E-22,-0.017748893,0.995347084
LV,4,201304,201305,-0.00032212,0.857085678,1.002735535,2.07285E-25,0.002735535,0.995954457
LV,4,201305,201306,-0.000851472,0.667315139,1.018105141,6.05359E-24,0.018105141,0.995693363
LV,4,201306,201307,0.001870598,0.140319965,0.965080234,1.52772E-27,-0.034919766,0.998199236
LV,4,201307,201308,-0.001084905,0.182170892,1.019357231,1.65589E-32,0.019357231,0.999210617
LV,4,201308,201309,0.0006285,0.629947098,0.990065046,3.39271E-27,-0.009934954,0.998041483
LV,4,201309,201310,0.002757365,0.057738694,0.955010382,1.94787E-25,-0.044989618,0.997834035
LV,4,201310,201311,0.001667061,0.345382633,0.970565694,1.95469E-23,-0.029434306,0.996385813
LV,4,201311,201312,-0.002651395,0.027582923,1.045923349,2.79867E-27,0.045923349,0.998648131
LV,4,201312,201401,0.000486216,0.649707299,0.991174571,1.51032E-27,-0.008825429,0.998737673
LV,4,201401,201402,0.00014595,0.953718984,1.004009892,3.17229E-20,0.004009892,0.993825964
LV,4,201402,201403,-0.000965537,0.525997109,1.010499102,4.63755E-24,0.010499102,0.997814885
LV,4,201403,201404,-0.000624343,0.608536173,1.009817669,9.66776E-28,0.009817669,0.998283907
LV,4,201404,201405,-0.001589117,0.148737396,1.030944454,5.02499E-32,0.030944454,0.998321194
LV,4,201405,201406,-0.000288072,0.777215656,1.005788381,1.46338E-31,0.005788381,0.998631844
LV,4,201406,201407,0.000778723,0.45153038,0.984921772,2.47705E-31,-0.015078228,0.998561521
LV,4,201407,201408,-0.000860119,0.5931659,1.020568178,1.20867E-26,0.020568178,0.996955116
LV,4,201408,201409,0.005018856,0.071773806,0.915972579,2.82571E-20,-0.084027421,0.991889848
LV,4,201409,201410,-0.001512774,0.379425547,1.026869169,1.00535E-25,0.026869169,0.9962368
LV,4,201410,201411,0.00222876,0.355520205,0.957721992,1.99849E-22,-0.042278008,0.991958981
LV,4,201411,201412,-0.001027041,0.283517064,1.019827986,1.19221E-29,0.019827986,0.998919538
LV,4,201412,201501,0.004635854,0.006604425,0.917796263,4.31045E-24,-0.082203737,0.996944571
LV,4,201501,201502,0.001900404,0.461003922,0.96388094,1.54065E-20,-0.03611906,0.990170827
LV,4,201502,201503,1.17136E-05,0.99412485,1.000122642,4.29764E-26,0.000122642,0.995462409
LV,4,201503,201504,-0.005832107,0.157241543,1.101385299,9.16391E-18,0.101385299,0.980753162
LV,4,201504,201505,-0.001884169,0.627329582,1.031110891,1.01725E-18,0.031110891,0.981130209
LV,4,201505,201506,0.001535802,0.36969778,0.969701321,2.22699E-26,-0.030298679,0.995737749
LV,4,201506,201507,0.000689573,0.747929985,0.988624021,8.21203E-23,-0.011375979,0.994333512
LV,4,201507,201508,0.002138305,0.367479626,0.96554376,1.91221E-20,-0.03445624,0.994182799
LV,4,201508,201509,0.001438827,0.684744899,0.974226421,2.62754E-17,-0.025773579,0.986394558
LV,4,201509,201510,0.001631602,0.30665009,0.971786169,5.69405E-24,-0.028213831,0.996848602
LV,4,201510,201511,0.001070734,0.641081116,0.979689231,6.18054E-21,-0.020310769,0.993149661
LV,4,201511,201512,-0.001359865,0.734760025,1.022343809,4.28476E-18,0.022343809,0.973806645
LV,4,201512,201601,-0.002031228,0.273805238,1.039780592,1.39485E-25,0.039780592,0.994924134
LV,4,201601,201602,-0.00054037,0.913383919,0.998549091,3.09073E-16,-0.001450909,0.966600766
LV,4,201602,201603,0.00144352,0.645955358,0.972233353,1.5237E-20,-0.027766647,0.984683486
LV,4,201603,201604,0.000231672,0.881510799,0.994631387,3.96641E-26,-0.005368613,0.996570964
LV,4,201604,201605,-0.001515171,0.6117265,1.02482124,9.407E-21,0.02482124,0.988182906
LV,4,201605,201606,0.00120101,0.550010322,0.975646671,2.3048E-25,-0.024353329,0.993231402
LV,4,201606,201607,0.002179748,0.192982954,0.95199177,2.89696E-28,-0.04800823,0.994096354
LV,4,201607,201608,0.00036099,0.831784855,0.993543548,4.88465E-25,-0.006456452,0.995592459
LV,4,201608,201609,0.000105863,0.960913421,0.996329824,5.90588E-23,-0.003670176,0.992881514
LV,4,201609,201610,-0.001279183,0.509052269,1.025999834,1.32209E-25,0.025999834,0.9935648
LV,4,201610,201611,0.001345679,0.102949398,0.972196497,1.04523E-33,-0.027803503,0.998819387
LV,4,201611,201612,-0.004358171,0.02436114,1.081610275,3.42849E-25,0.081610275,0.995745718
LV,4,201612,201701,0.000641937,0.682976127,0.985462662,4.74734E-27,-0.014537338,0.996321085
LV,4,201701,201702,0.002513687,0.0657987,0.94672225,4.73477E-29,-0.05327775,0.996871381
LV,4,201702,201703,-0.000250542,0.639782832,1.007111472,8.75382E-38,0.007111472,0.9994971
LV,4,201703,201704,-0.000266485,0.809926849,1.003633664,6.39285E-30,0.003633664,0.99803959
LV,4,201704,201705,-0.001118969,0.44413397,1.022793838,1.74412E-28,0.022793838,0.996477708
LV,4,201705,201706,0.000171356,0.790466005,0.995128481,5.30939E-35,-0.004871519,0.999356571
LV,4,201706,201707,-0.000792708,0.284461213,1.017591927,3.78544E-35,0.017591927,0.999126819
LV,4,201707,201708,0.000255855,0.887511776,0.995341148,5.82052E-25,-0.004658852,0.995514534
LV,4,201708,201709,-0.00098266,0.53865379,1.016414056,4.71362E-27,0.016414056,0.996323582
LV,4,201709,201710,0.001239728,0.344538122,0.974726262,1.54526E-29,-0.025273738,0.997174148
LV,4,201710,201711,0.000376712,0.853306432,0.989142595,1.63193E-24,-0.010857405,0.993584719
LV,4,201711,201712,-0.00185043,0.048220552,1.037396479,2.06233E-33,0.037396479,0.99874415
LV,4,201712,201801,0.000578181,0.512834432,0.986179094,2.07976E-33,-0.013820906,0.99874319
LV,4,201801,201802,0.001913505,0.195855276,0.964533702,1.69478E-27,-0.035466298,0.996664792
LV,4,201802,201803,0.000865368,0.506355292,0.98177591,2.05719E-28,-0.01822409,0.997271579
LV,4,201803,201804,-0.00242247,0.176904221,1.048485995,7.30106E-27,0.048485995,0.995054198
LV,4,201804,201805,-0.000317696,0.778442041,1.005859835,5.09584E-32,0.005859835,0.997776728
LV,4,201805,201806,-4.35004E-05,0.973845671,1.000998771,2.04491E-30,0.000998771,0.996935151
LV,4,201806,201807,-0.000698818,0.116191684,1.013746312,9.62128E-42,0.013746312,0.999682706
LV,4,201807,201808,9.09784E-05,0.868095937,0.998809853,2.30051E-39,-0.001190147,0.999489151
LV,4,201808,201809,0.00045096,0.602502567,0.990527101,9.88196E-35,-0.009472899,0.998708334
LV,4,201809,201810,0.001285743,0.136784644,0.971946442,1.05981E-34,-0.028053558,0.998700452
LV,4,201810,201811,-0.001303304,0.317354354,1.027708929,8.84735E-31,0.027708929,0.997150474
LV,4,201811,201812,-0.000820593,0.393212321,1.016634979,6.65078E-32,0.016634979,0.99873083
LV,4,201812,201901,0.000972333,0.401949299,0.981084371,5.32139E-30,-0.018915629,0.99807354
LV,4,201901,201902,0.000542879,0.416541401,0.988215933,4.11751E-36,-0.011784067,0.999286296
LV,4,201902,201903,-0.001319308,0.256491401,1.026891843,4.36212E-32,0.026891843,0.997806579
LV,4,201903,201904,-0.000961391,0.516449887,1.01655825,6.80379E-29,0.01655825,0.996766561
LV,4,201904,201905,0.001209963,0.127863256,0.973852635,6.27374E-37,-0.026147365,0.998880135
LV,4,201905,201906,-0.00061479,0.272660846,1.013681402,8.06948E-42,0.013681402,0.999402074
LV,4,201906,201907,0.000283536,0.511588636,0.993615923,1.7753E-44,-0.006384077,0.999633524
LV,4,201907,201908,-9.88561E-05,0.893665816,1.001892927,1.50886E-37,0.001892927,0.999005523
LV,4,201908,201909,-0.000342923,0.607134894,1.007287623,1.38878E-37,0.007287623,0.999270304
LV,4,201909,201910,0.001179154,0.069846306,0.97346255,3.60714E-40,-0.02653745,0.999189655
LV,4,201910,201911,0.000791051,0.411782608,0.983732422,1.60917E-34,-0.016267578,0.998222085
LV,4,201911,201912,-0.001411711,0.009666341,1.030619117,3.04858E-40,0.030619117,0.999571481
LV,4,201912,202001,8.57322E-05,0.882706832,0.998966264,1.35219E-37,-0.001033736,0.999476823
LV,4,202001,202002,-8.37484E-05,0.862052081,1.00597023,9.55509E-41,0.00597023,0.999612603
LV,4,202002,202003,-0.000981775,0.103345815,1.015670537,9.49992E-38,0.015670537,0.999493346
LV,4,202003,202004,0.000318881,0.676377569,0.992873647,5.38877E-34,-0.007126353,0.999197677
LV,4,202004,202005,-0.000462429,0.481531099,1.009036821,1.07942E-36,0.009036821,0.999368082
LV,4,202005,202006,0.000697547,0.392384822,0.985471646,1.65136E-34,-0.014528354,0.999001705
LV,4,202006,202007,-0.000776562,0.249105354,1.015694693,1.44483E-36,0.015694693,0.999351109
LV,4,202007,202008,-3.79206E-05,0.931087289,0.99992126,1.65595E-40,-7.87396E-05,0.999715602
LV,4,202008,202009,0.000107485,0.852145692,0.997593963,2.57301E-40,-0.002406037,0.999415321
LV,4,202009,202010,0.000735992,0.283770116,0.986505957,4.92825E-35,-0.013494043,0.99936112
LV,4,202010,202011,-0.000124295,0.824465362,1.002017179,8.43857E-37,0.002017179,0.999566297
LV,4,202011,202012,-0.001129584,0.017073149,1.023676211,8.02637E-38,0.023676211,0.999767808
LV,7,200801,200802,-0.01446671,0.630522775,1.092795481,0.000817471,0.092795481,0.953676172
LV,7,200802,200803,0.013354012,0.18419325,0.913226419,2.2182E-06,-0.086773581,0.991575886
LV,7,200803,200804,0.065578604,0.246975077,0.470436176,0.095984861,-0.529563824,0.455990407
LV,7,200804,200805,-0.007119264,0.247225728,1.071752296,6.4304E-08,0.071752296,0.994100595
LV,7,200805,200806,0.009494968,0.784326973,0.839308033,0.005322069,-0.160691967,0.815632027
LV,7,200806,200807,0.001085436,0.942254738,1.036166482,1.29753E-05,0.036166482,0.943232063
LV,7,200807,200808,0.01706221,0.547098676,0.904436838,0.001633975,-0.095563162,0.883755942
LV,7,200808,200809,0.038738525,0.464406477,0.709877387,0.047426196,-0.290122613,0.577497967
LV,7,200809,200810,-0.001682906,0.970494707,0.946391316,0.011987936,-0.053608684,0.747867538
LV,7,200810,200811,0.003467363,0.878003788,0.898091459,0.000332326,-0.101908541,0.858084212
LV,7,200811,200812,0.067637309,0.402201617,0.51962181,0.254593569,-0.48037819,0.306300742
LV,7,200812,200901,0.052411493,0.669527129,0.747908518,0.267534722,-0.252091482,0.380745961
LV,7,200901,200902,0.11527245,0.345351341,0.283348958,0.574221764,-0.716651042,0.116378548
LV,7,200902,200903,-0.026677573,0.279000077,1.035600508,0.000412396,0.035600508,0.932474852
LV,7,200903,200904,0.005815676,0.805654413,1.193825565,0.000198998,0.193825565,0.914910465
LV,7,200904,200905,0.01780152,0.512219208,0.879576608,0.001451628,-0.120423392,0.93843369
LV,7,200905,200906,0.062222712,0.26398875,0.471621345,0.124386654,-0.528378655,0.404979806
LV,7,200906,200907,0.008943606,0.923965432,0.999281279,0.117152007,-0.000718721,0.498053167
LV,7,200907,200908,0.049951592,0.645653601,0.549501736,0.302556899,-0.450498264,0.258970384
LV,7,200908,200909,-0.022024031,0.321755239,1.169317692,7.72682E-05,0.169317692,0.965273309
LV,7,200909,200910,0.004100259,0.628141152,0.9974288,6.12738E-06,-0.0025712,0.995960487
LV,7,200910,200911,0.052127627,0.124230554,0.698676028,0.002947545,-0.301323972,0.912670007
LV,7,200911,200912,0.019602891,0.563893327,0.952453506,0.005509282,-0.047546494,0.945379373
LV,7,200912,201001,-0.011213249,0.663470455,1.062883546,0.000670874,0.062883546,0.958003479
LV,7,201001,201002,-0.003948052,0.937939033,0.974009429,0.014399426,-0.025990571,0.897414485
LV,7,201002,201003,0.056007898,0.135983247,0.524940006,0.020678438,-0.475059994,0.618131174
LV,7,201003,201004,-0.004863343,0.862872311,1.031975212,0.001026476,0.031975212,0.854208831
LV,7,201004,201005,0.003377942,0.834905814,1.377464591,0.000196115,0.377464591,0.977218836
LV,7,201005,201006,-0.008695498,0.740282266,1.084978497,0.000269714,0.084978497,0.905947714
LV,7,201006,201007,0.00087207,0.969080123,0.894563191,0.000356663,-0.105436809,0.936248515
LV,7,201007,201008,0.009038271,0.932496827,1.023700274,0.103149009,0.023700274,0.641970911
LV,7,201008,201009,0.03499884,0.268471017,0.720446757,0.005000222,-0.279553243,0.948761954
LV,7,201009,201010,0.010545104,0.409847423,0.417062729,0.001240945,-0.582937271,0.895675563
LV,7,201010,201011,0.044020283,0.672874028,1.645718203,0.173913558,0.645718203,0.512367092
LV,7,201011,201012,0.006015504,0.855301879,0.922269826,0.001617964,-0.077730174,0.779231929
LV,7,201012,201101,0.03669276,0.51198733,0.650333444,0.060642838,-0.349666556,0.469742701
LV,7,201101,201102,0.001905948,0.939793649,0.985377857,0.000517537,-0.014622143,0.926124815
LV,7,201102,201103,0.004067829,0.45946538,0.971487609,2.05644E-06,-0.028512391,0.997659155
LV,7,201103,201104,0.017518934,0.585030477,0.849384507,0.002345254,-0.150615493,0.809231988
LV,7,201104,201105,0.002945182,0.933893548,0.966311098,0.003071997,-0.033688902,0.85114203
LV,7,201105,201106,0.004438308,0.570953112,0.98809444,9.2703E-06,-0.01190556,0.995032121
LV,7,201106,201107,0.021472205,0.652934517,0.66418036,0.043723596,-0.33581964,0.462849615
LV,7,201107,201108,-0.020816097,0.269418407,1.196245462,3.45538E-06,0.196245462,0.918064687
LV,7,201108,201109,0.010858434,0.458847421,0.915793561,4.3968E-06,-0.084206439,0.958257401
LV,7,201109,201110,0.015885014,0.403746198,0.858280444,7.95398E-05,-0.141719556,0.937135287
LV,7,201110,201111,-0.002442446,0.839737276,1.016519598,6.5531E-07,0.016519598,0.960810817
LV,7,201111,201112,0.004581417,0.363478283,0.963827883,7.01418E-10,-0.036172117,0.992888357
LV,7,201112,201201,0.083782757,0.289003078,0.211021581,0.615485325,-0.788978419,0.044638255
LV,7,201201,201202,0.058245848,0.267378795,0.245171293,0.462512578,-0.754828707,0.061411718
LV,7,201202,201203,0.017505481,0.480244256,0.771500703,0.000802261,-0.228499297,0.691241965
LV,7,201203,201204,0.007209646,0.539668843,0.89607051,3.20009E-07,-0.10392949,0.8948319
LV,7,201204,201205,-0.001554234,0.883591576,1.02576073,4.67988E-07,0.02576073,0.963962505
LV,7,201205,201206,0.002599127,0.64014529,1.001660244,2.64756E-09,0.001660244,0.990090204
LV,7,201206,201207,-0.005261643,0.834182496,1.017518017,0.000256071,0.017518017,0.868103513
LV,7,201207,201208,0.066152269,0.267541329,0.224041789,0.534978008,-0.775958211,0.049908048
LV,7,201208,201209,0.062848371,0.295065651,0.258868423,0.478456282,-0.741131577,0.064629288
LV,7,201209,201210,0.011030457,0.662588625,0.864236315,0.000410324,-0.135763685,0.807281826
LV,7,201210,201211,0.021130722,0.316780196,0.73116985,0.000361546,-0.26883015,0.773184205
LV,7,201211,201212,0.002414091,0.838182392,0.937904273,7.74182E-07,-0.062095727,0.90007368
LV,7,201212,201301,0.000828832,0.902485075,1.08301262,4.88494E-09,0.08301262,0.980821712
LV,7,201301,201302,0.009845179,0.236665143,0.922832715,2.68659E-07,-0.077167285,0.981168925
LV,7,201302,201303,0.007744584,0.765164425,0.739088167,0.002752592,-0.260911833,0.744283685
LV,7,201303,201304,-0.010232832,0.711916858,1.078616428,0.000729038,0.078616428,0.69690062
LV,7,201304,201305,0.046601565,0.221710568,0.456308008,0.092829723,-0.543691992,0.281941957
LV,7,201305,201306,-0.000168203,0.993744965,1.432965244,0.000106355,0.432965244,0.897019946
LV,7,201306,201307,-0.006363799,0.753031665,1.044350081,4.27479E-05,0.044350081,0.920406628
LV,7,201307,201308,0.000621678,0.96518911,0.959660549,1.19297E-05,-0.040339451,0.966471475
LV,7,201308,201309,0.029177201,0.336243936,0.685844899,0.004388061,-0.314155101,0.658189994
LV,7,201309,201310,0.006262792,0.477674065,0.273799155,0.001423992,-0.726200845,0.695232264
LV,7,201310,201311,0.025154161,0.375701893,1.934745163,0.009277443,0.934745163,0.508027213
LV,7,201311,201312,0.007565896,0.69058588,0.890556207,0.000124251,-0.109443793,0.785201239
LV,7,201312,201401,0.026944282,0.476198253,0.670539246,0.033947133,-0.329460754,0.449203093
LV,7,201401,201402,0.024411981,0.499466437,0.676487553,0.031714026,-0.323512447,0.417524107
LV,7,201402,201403,-0.002843583,0.900754362,1.027691203,0.000167686,0.027691203,0.808042007
LV,7,201403,201404,0.034308651,0.250713348,0.575720487,0.015335163,-0.424279513,0.497423506
LV,7,201404,201405,0.00309381,0.89064695,0.934823045,0.000412829,-0.065176955,0.69308183
LV,7,201405,201406,-0.013462825,0.429482019,1.134173473,5.26316E-06,0.134173473,0.910103475
LV,7,201406,201407,-0.007439028,0.560022622,1.069498016,1.70875E-07,0.069498016,0.941635622
LV,7,201407,201408,-0.004380005,0.634509119,1.059842198,4.31939E-09,0.059842198,0.971956198
LV,7,201408,201409,-0.000531289,0.863990647,0.76286905,1.401E-12,-0.23713095,0.994365397
LV,7,201409,201410,0.002385078,0.635625486,0.391681634,2.35356E-07,-0.608318366,0.919395414
LV,7,201410,201411,0.037990585,0.302309306,0.455123511,0.559847385,-0.544876489,0.039133686
LV,7,201411,201412,0.025767691,0.302540829,0.972275193,0.002368386,-0.027724807,0.550849123
LV,7,201412,201501,0.047302857,0.217248231,0.085175795,0.78234013,-0.914824205,0.005633851
LV,7,201501,201502,0.010000841,0.635962156,0.827710566,9.81478E-05,-0.172289434,0.701214527
LV,7,201502,201503,0.008078449,0.54550199,0.904030293,4.31156E-07,-0.095969707,0.889520804
LV,7,201503,201504,0.029933357,0.362181024,0.650638578,0.01026971,-0.349361422,0.537361821
LV,7,201504,201505,0.015298816,0.702573347,0.752193304,0.023896713,-0.247806696,0.414380489
LV,7,201505,201506,0.003037799,0.215531974,0.962613655,2.00708E-14,-0.037386345,0.997588954
LV,7,201506,201507,-0.00459265,0.841595709,1.018410256,4.36533E-05,0.018410256,0.793949327
LV,7,201507,201508,0.04366385,0.246302168,0.40177883,0.090857187,-0.59822117,0.259296251
LV,7,201508,201509,-0.00317246,0.804025988,0.993162394,4.17637E-07,-0.006837606,0.910601914
LV,7,201509,201510,-0.010784677,0.16958896,0.805907736,4.18114E-09,-0.194092264,0.935271449
LV,7,201510,201511,0.01310079,0.268229781,1.013092652,2.11845E-07,0.013092652,0.901765739
LV,7,201511,201512,0.015671923,0.2294248,0.349982741,0.014703815,-0.650017259,0.403149482
LV,7,201512,201601,0.032945901,0.451306156,0.93118158,0.198488265,-0.06881842,0.145464939
LV,7,201601,201602,-0.016239299,0.547923855,1.142994006,7.02214E-05,0.142994006,0.744989869
LV,7,201602,201603,0.00272538,0.082893125,0.96559484,1.20344E-20,-0.03440516,0.998909876
LV,7,201603,201604,0.036711879,0.117799614,0.444474068,0.006582947,-0.555525932,0.445147793
LV,7,201604,201605,0.007955691,0.593996437,0.898622452,1.03989E-05,-0.101377548,0.868141489
LV,7,201605,201606,-0.002762399,0.920214094,0.990632483,0.000891766,-0.009367517,0.648648056
LV,7,201606,201607,0.005226384,0.440996453,0.930875797,2.10519E-10,-0.069124203,0.968809991
LV,7,201607,201608,-0.015813396,0.557791147,1.10076886,0.000140179,0.10076886,0.78007278
LV,7,201608,201609,-0.011387763,0.176701406,1.143196691,8.61062E-12,0.143196691,0.96723804
LV,7,201609,201610,0.022641034,0.110008211,0.644182436,1.68144E-06,-0.355817564,0.792665617
LV,7,201610,201611,0.004919695,0.781910353,0.8354902,5.19484E-05,-0.1645098,0.728413456
