exporter,product,periodX,periodY,intercept,intercept_p_value,beta,beta_p_value,gamma,r_squared
LT,3,201108,201109,0.00619828,0.219373568,0.797573992,1.09811E-11,-0.202426008,0.905048233
LT,3,201109,201110,0.006954832,0.250111014,0.871462223,5.9457E-10,-0.128537777,0.830822158
LT,3,201110,201111,0.012014221,0.273693266,0.701691317,0.000139945,-0.298308683,0.506504432
LT,3,201111,201112,0.00705112,0.409966908,0.829679248,7.73451E-07,-0.170320752,0.6952252
LT,3,201112,201201,0.003800766,0.680282506,0.897471127,8.30571E-07,-0.102528873,0.693187949
LT,3,201201,201202,-0.004307197,0.50589234,1.04869214,6.56499E-11,0.04869214,0.873969194
LT,3,201202,201203,0.003962156,0.5706221,0.90375773,1.15238E-09,-0.09624227,0.834753852
LT,3,201203,201204,-0.001574143,0.877640173,1.013827484,1.12394E-07,0.013827484,0.728991331
LT,3,201204,201205,0.010305384,0.052178943,0.748326605,6.96914E-12,-0.251673395,0.87535263
LT,3,201205,201206,0.016670767,0.131172452,0.580766663,0.00055778,-0.419233337,0.424950808
LT,3,201206,201207,-0.002303223,0.320050153,1.061404976,1.65092E-19,0.061404976,0.98078502
LT,3,201207,201208,0.007078448,0.080824355,0.837391599,3.52951E-13,-0.162608401,0.923200575
LT,3,201208,201209,-0.003409913,0.50853545,1.065489284,3.48029E-12,0.065489284,0.904581377
LT,3,201209,201210,0.000138341,0.946769695,0.995941856,1.42009E-20,-0.004058144,0.981562124
LT,3,201210,201211,0.011082807,0.222146676,0.718837915,8.62533E-06,-0.281162085,0.600995866
LT,3,201211,201212,0.004728142,0.252458363,0.881533098,5.31533E-13,-0.118466902,0.900234845
LT,3,201212,201301,0.00159202,0.763354766,1.010133168,2.75877E-11,0.010133168,0.871773717
LT,3,201301,201302,0.001936527,0.738089099,0.901963212,3.53633E-10,-0.098036788,0.838565899
LT,3,201302,201303,0.006003485,0.371165386,0.877176271,1.16145E-08,-0.122823729,0.763676504
LT,3,201303,201304,0.002664366,0.627365792,0.89729921,1.6801E-10,-0.10270079,0.849049758
LT,3,201304,201305,-0.006618605,0.385003612,1.186616202,6.40982E-10,0.186616202,0.829671903
LT,3,201305,201306,0.018918789,0.024923885,0.544880214,1.68752E-05,-0.455119786,0.576591538
LT,3,201306,201307,0.002894759,0.756431872,0.917780448,1.92443E-06,-0.082219552,0.686296456
LT,3,201307,201308,0.01177232,0.027672254,0.724482956,1.93843E-09,-0.275517044,0.82643776
LT,3,201308,201309,-0.000202706,0.974633075,0.987603863,4.67417E-09,-0.012396137,0.781462809
LT,3,201309,201310,-0.002900821,0.355445253,1.077250023,5.33796E-17,0.077250023,0.94881658
LT,3,201310,201311,0.01132171,0.185134453,0.710773858,9.97633E-06,-0.289226142,0.579279504
LT,3,201311,201312,-0.000622916,0.918117008,1.00834416,2.50066E-10,0.00834416,0.83018334
LT,3,201312,201401,0.003079241,0.508076292,0.931426926,2.07606E-12,-0.068573074,0.898519011
LT,3,201401,201402,-0.000111343,0.980330803,0.996776127,3.85121E-13,-0.003223873,0.912872306
LT,3,201402,201403,-0.002591583,0.692924959,1.046036132,1.12995E-10,0.046036132,0.841433495
LT,3,201403,201404,0.018441906,0.198819402,0.501846533,0.012911316,-0.498153467,0.240058617
LT,3,201404,201405,0.020944998,0.099434744,0.471352542,0.006352376,-0.528647458,0.292538154
LT,3,201405,201406,0.01054048,0.089816471,0.751365639,8.59006E-09,-0.248634361,0.800274359
LT,3,201406,201407,0.004245488,0.476852505,0.900631646,2.0173E-09,-0.099368354,0.825783234
LT,3,201407,201408,0.000158569,0.98151861,0.97808831,5.90632E-09,-0.02191169,0.791964366
LT,3,201408,201409,-0.000719496,0.869699869,1.014143164,1.07986E-13,0.014143164,0.90365739
LT,3,201409,201410,0.004055527,0.20343727,0.902024706,9.34614E-16,-0.097975294,0.949517536
LT,3,201410,201411,0.004616779,0.416694909,0.893559702,3.91369E-10,-0.106440298,0.83708285
LT,3,201411,201412,0.003931439,0.429304792,0.910775607,2.73304E-11,-0.089224393,0.87188223
LT,3,201412,201501,0.014922122,0.322150717,0.623389899,0.010605949,-0.376610101,0.272575692
LT,3,201501,201502,0.015390487,0.190864356,0.641575275,0.000369252,-0.358424725,0.477555035
LT,3,201502,201503,-0.001859547,0.711345474,1.032539376,2.2629E-12,0.032539376,0.918866155
LT,3,201503,201504,0.005183602,0.197156701,0.885430084,1.14648E-13,-0.114569916,0.930975052
LT,3,201504,201505,0.001001617,0.825175608,0.971229211,8.35327E-13,-0.028770789,0.916659302
LT,3,201505,201506,0.012282826,0.244063081,0.688279068,0.000126884,-0.311720932,0.494425768
LT,3,201506,201507,0.000643365,0.87909247,0.984624782,1.8508E-13,-0.015375218,0.927764607
LT,3,201507,201508,-0.003532375,0.345456942,1.077962665,3.17722E-15,0.077962665,0.957854011
LT,3,201508,201509,0.010211507,0.035206401,0.774496846,2.46484E-11,-0.225503154,0.897093039
LT,3,201509,201510,-3.30032E-05,0.994005544,0.98781948,9.12159E-13,-0.01218052,0.915960732
LT,3,201510,201511,0.007131427,0.493551617,0.791521374,5.34934E-05,-0.208478626,0.500160675
LT,3,201511,201512,0.012434537,0.077077763,0.712026911,1.36767E-07,-0.287973089,0.740889864
LT,3,201512,201601,-0.001814842,0.753505269,1.039276996,1.19295E-10,0.039276996,0.879622922
LT,3,201601,201602,0.002478888,0.574147495,0.942656589,1.6445E-12,-0.057343411,0.921405351
LT,3,201602,201603,-0.004815158,0.302789825,1.10301181,1.69781E-13,0.10301181,0.928353766
LT,3,201603,201604,0.00424357,0.28076482,0.904613852,5.12483E-14,-0.095386148,0.936055276
LT,3,201604,201605,0.000503532,0.880870296,0.982096379,2.61513E-15,-0.017903621,0.958665045
LT,3,201605,201606,0.013165369,0.206585166,0.684421349,9.17352E-05,-0.315578651,0.525257164
LT,3,201606,201607,0.003685444,0.660329435,0.909413005,1.96335E-07,-0.090586995,0.749346955
LT,3,201607,201608,-0.002066617,0.35874181,1.03805904,3.28786E-19,0.03805904,0.983143937
LT,3,201608,201609,0.006489738,0.048881687,0.856780035,6.19148E-15,-0.143219965,0.954952435
LT,3,201609,201610,0.002883837,0.778148621,0.919127104,4.27663E-06,-0.080872896,0.660782743
LT,3,201610,201611,0.002330121,0.487248967,0.941209541,1.11415E-15,-0.058790459,0.948706458
LT,3,201611,201612,0.009012906,0.286359996,0.776737525,1.53407E-06,-0.223262475,0.657729511
LT,3,201612,201701,0.010184805,0.295316711,0.741376893,2.89207E-05,-0.258623107,0.555979668
LT,3,201701,201702,-0.000578584,0.908635977,1.007701633,6.84631E-12,0.007701633,0.909410377
LT,3,201702,201703,0.001273081,0.564048419,0.964428939,1.43848E-19,-0.035571061,0.977246491
LT,3,201703,201704,-0.002278963,0.399825428,1.055959589,9.62889E-19,0.055959589,0.968308811
LT,3,201704,201705,0.006933703,0.033701954,0.837616327,2.17001E-15,-0.162383673,0.945509417
LT,3,201705,201706,0.014131076,0.098237468,0.641040727,4.24544E-05,-0.358959273,0.540715488
LT,3,201706,201707,-0.00691061,0.259789875,1.166694545,6.6301E-11,0.166694545,0.861203869
LT,3,201707,201708,-0.001155461,0.625454856,1.01888592,2.39302E-19,0.01888592,0.976170046
LT,3,201708,201709,0.003695409,0.157642242,0.914937339,1.94269E-17,-0.085062661,0.969756352
LT,3,201709,201710,0.003739214,0.500253961,0.905446825,1.77023E-10,-0.094553175,0.84833622
LT,3,201710,201711,-0.001300944,0.792420903,1.025566999,1.3849E-12,0.025566999,0.880948639
LT,3,201711,201712,0.008553863,0.152267812,0.776081397,3.44185E-09,-0.223918603,0.77273949
LT,3,201712,201801,0.003484586,0.772151827,0.908463825,4.70248E-05,-0.091536175,0.571583298
LT,3,201801,201802,-0.008304511,0.218771723,1.160516959,2.45854E-11,0.160516959,0.908906377
LT,3,201802,201803,0.004854846,0.138782938,0.898391278,1.88025E-16,-0.101608722,0.968217724
LT,3,201803,201804,0.001455488,0.602195784,0.966943075,4.46453E-18,-0.033056925,0.973704035
LT,3,201804,201805,0.001796515,0.558261039,0.943149229,6.67641E-17,-0.056850771,0.965988811
LT,3,201805,201806,0.009919987,0.141855129,0.747713888,2.15453E-08,-0.252286112,0.750797217
LT,3,201806,201807,-0.004241601,0.374967698,1.145890341,9.73949E-14,0.145890341,0.923073185
LT,3,201807,201808,0.008854756,0.335017845,0.770328091,1.4829E-06,-0.229671909,0.65876194
LT,3,201808,201809,0.000932277,0.783392434,0.973698516,1.13335E-16,-0.026301484,0.945509579
LT,3,201809,201810,-0.001809475,0.565834508,1.041453644,4.16065E-18,0.041453644,0.958604892
LT,3,201810,201811,0.008294664,0.116350718,0.787969016,3.71452E-11,-0.212030984,0.843663567
LT,3,201811,201812,0.001699777,0.571366455,0.958824409,1.36001E-16,-0.041175591,0.957616723
LT,3,201812,201901,-0.003151495,0.605291998,1.056511302,5.36741E-11,0.056511302,0.876349163
LT,3,201901,201902,0.003400144,0.480985071,0.920887613,1.42304E-12,-0.079112387,0.901928797
LT,3,201902,201903,-0.000963748,0.912783303,1.006908105,3.27606E-08,0.006908105,0.726434682
LT,3,201903,201904,0.003044909,0.329086456,0.926166842,7.71531E-18,-0.073833158,0.962032222
LT,3,201904,201905,0.014025029,0.094732207,0.623828794,5.7506E-06,-0.376171206,0.582619787
LT,3,201905,201906,0.000498339,0.905511759,0.986464162,6.13992E-14,-0.013535838,0.908068247
LT,3,201906,201907,0.000242023,0.89765444,0.990712204,3.26656E-22,-0.009287796,0.981152779
LT,3,201907,201908,-0.001219271,0.599695308,1.029287973,1.78674E-20,0.029287973,0.973700285
LT,3,201908,201909,-0.000138076,0.92362818,1.00504643,3.45026E-24,0.00504643,0.991344296
LT,3,201909,201910,0.002623125,0.162775347,0.935874431,9.31095E-22,-0.064125569,0.982659722
LT,3,201910,201911,0.007841852,0.410157939,0.781867993,9.52133E-06,-0.218132007,0.580938097
LT,3,201911,201912,0.005227189,0.250937224,0.85868231,2.3832E-12,-0.14131769,0.875469332
LT,3,201912,202001,0.003006955,0.561419845,0.94182586,3.68159E-11,-0.05817414,0.880684743
LT,3,202001,202002,0.003585598,0.654583332,0.924185375,9.20686E-08,-0.075814625,0.767382325
LT,3,202002,202003,0.013424082,0.336375345,0.639531291,0.003860088,-0.360468709,0.321524053
LT,3,202003,202004,0.001910418,0.532316183,0.955974436,1.82859E-17,-0.044025564,0.959078651
LT,3,202004,202005,0.012282473,0.082195736,0.736538322,5.17053E-08,-0.263461678,0.797421076
LT,3,202005,202006,0.007727114,0.41950653,0.808299369,9.28575E-06,-0.191700631,0.63409547
LT,3,202006,202007,-0.00041623,0.915405224,1.016148132,1.91063E-14,0.016148132,0.925208027
LT,3,202007,202008,-0.002448198,0.535948075,1.051398753,4.5009E-15,0.051398753,0.934018711
LT,3,202008,202009,0.004567399,0.075360791,0.888441694,2.0901E-18,-0.111558306,0.966102486
LT,3,202009,202010,-0.001820346,0.544469833,1.034900114,2.02916E-17,0.034900114,0.958707257
LT,3,202010,202011,0.010501394,0.295204749,0.739420441,2.76294E-05,-0.260579559,0.557763683
LT,3,202011,202012,0.006469952,0.539490129,0.820099875,1.61181E-05,-0.179900125,0.578305186
LT,4,200801,200802,0.00076198,0.928215195,0.982915809,9.53823E-08,-0.017084191,0.80207438
LT,4,200802,200803,-0.001946152,0.814700849,1.03192913,1.25237E-08,0.03192913,0.809003209
LT,4,200803,200804,0.01181412,0.191037021,0.736197082,1.33736E-06,-0.263802918,0.716120989
LT,4,200804,200805,0.001386702,0.632726734,0.970186982,1.76364E-16,-0.029813018,0.968420264
LT,4,200805,200806,-0.000637514,0.886419405,1.011516986,5.94957E-13,0.011516986,0.938338062
LT,4,200806,200807,0.005626971,0.348166728,0.869999292,5.86473E-10,-0.130000708,0.858992195
LT,4,200807,200808,-0.000144438,0.977847941,0.996675594,4.66825E-12,-0.003324406,0.879597981
LT,4,200808,200809,0.002999575,0.356987679,0.928991575,3.56437E-16,-0.071008425,0.947046619
LT,4,200809,200810,-0.000154567,0.923687787,1.000061327,3.26964E-22,6.13268E-05,0.989374377
LT,4,200810,200811,0.004125307,0.492307863,0.893786102,5.22698E-10,-0.106213898,0.832775921
LT,4,200811,200812,0.000420732,0.958517966,0.980814108,2.79447E-08,-0.019185892,0.760785366
LT,4,200812,200901,0.007854248,0.282993143,0.827008883,1.93558E-08,-0.172991117,0.800597006
LT,4,200901,200902,0.001201838,0.755464894,0.965973682,1.47138E-14,-0.034026318,0.935182383
LT,4,200902,200903,0.002723658,0.427385268,0.928743284,1.57775E-15,-0.071256716,0.939752538
LT,4,200903,200904,0.000711354,0.862351342,0.993801277,8.73178E-14,-0.006198723,0.932736676
LT,4,200904,200905,-0.000474153,0.917809249,1.02820377,4.32831E-13,0.02820377,0.931193609
LT,4,200905,200906,0.00390634,0.527896882,0.904017709,2.76537E-10,-0.095982291,0.842107511
LT,4,200906,200907,-0.000840475,0.788781373,1.020300818,1.6019E-16,0.020300818,0.968722128
LT,4,200907,200908,0.002407179,0.397566365,0.946264942,5.42502E-17,-0.053735058,0.971927648
LT,4,200908,200909,0.002621437,0.536135937,0.937092449,1.02634E-13,-0.062907551,0.922707129
LT,4,200909,200910,-0.001253967,0.842998649,1.018543823,8.19066E-11,0.018543823,0.858529114
LT,4,200910,200911,0.002875973,0.518781791,0.926112261,9.3524E-14,-0.073887739,0.914172621
LT,4,200911,200912,-0.003650233,0.536325153,1.083428544,1.59119E-12,0.083428544,0.879570227
LT,4,200912,201001,0.001435336,0.771276455,0.963966102,9.20903E-14,-0.036033898,0.923462507
LT,4,201001,201002,0.00127885,0.475464619,0.961044166,1.36968E-22,-0.038955834,0.990219034
LT,4,201002,201003,0.004076623,0.471334073,0.886867052,7.5774E-12,-0.113132948,0.862942959
LT,4,201003,201004,0.010873761,0.10465458,0.715458989,1.75779E-08,-0.284541011,0.740084334
LT,4,201004,201005,-0.001279338,0.818756839,1.027352198,1.36307E-11,0.027352198,0.879689659
LT,4,201005,201006,0.003579697,0.521768374,0.911765107,4.77711E-11,-0.088234893,0.877705487
LT,4,201006,201007,-0.001581814,0.744596188,1.030365555,4.94793E-13,0.030365555,0.920698874
LT,4,201007,201008,-0.001955241,0.521363602,1.045743218,1.21621E-17,0.045743218,0.971073977
LT,4,201008,201009,0.000463424,0.87716938,0.842449108,4.62584E-17,-0.157550892,0.949422438
LT,4,201009,201010,3.53596E-05,0.996013673,0.979955126,6.42045E-10,-0.020044874,0.775474276
LT,4,201010,201011,0.004864853,0.047630629,0.88439182,3.68047E-20,-0.11560818,0.972069635
LT,4,201011,201012,0.002316412,0.571732744,0.935086068,1.73755E-14,-0.064913932,0.917215993
LT,4,201012,201101,-0.00031977,0.942550448,1.008640774,1.02055E-13,0.008640774,0.931733337
LT,4,201101,201102,0.000587949,0.844852,0.985050656,3.50922E-17,-0.014949344,0.968006772
LT,4,201102,201103,-0.000806243,0.840201138,1.011883969,3.67111E-15,0.011883969,0.942848383
LT,4,201103,201104,0.006339464,0.124961712,0.85256512,7.90687E-14,-0.14743488,0.924512396
LT,4,201104,201105,-0.003047386,0.731056124,1.041747145,2.71525E-08,0.041747145,0.79381042
LT,4,201105,201106,0.007635874,0.274250058,0.82941288,3.41478E-09,-0.17058712,0.832067475
LT,4,201106,201107,0.000604124,0.758243003,0.985597731,7.50141E-21,-0.014402269,0.985682445
LT,4,201107,201108,-0.004574854,0.197743736,1.093362448,6.05957E-16,0.093362448,0.970094516
LT,4,201108,201109,0.001516849,0.69866957,0.960756693,8.20328E-15,-0.039243307,0.953669794
LT,4,201109,201110,0.003070024,0.247402963,0.941231041,1.64141E-17,-0.058768959,0.97953651
LT,4,201110,201111,-0.005662123,0.118107874,1.106764008,3.59172E-16,0.106764008,0.971694201
LT,4,201111,201112,0.002634594,0.512790022,0.940837644,5.63592E-15,-0.059162356,0.948151065
LT,4,201112,201201,0.007781197,0.131266461,0.820994984,1.0278E-11,-0.179005016,0.894267506
LT,4,201201,201202,0.001467077,0.800931949,0.957565391,4.71327E-11,-0.042434609,0.865416409
LT,4,201202,201203,0.006274344,0.261706333,0.840360384,1.251E-10,-0.159639616,0.840034495
LT,4,201203,201204,0.001185074,0.814415256,0.973290706,6.22924E-12,-0.026709294,0.899167897
LT,4,201204,201205,0.001693103,0.744019867,0.95384311,8.18713E-12,-0.04615689,0.885108776
LT,4,201205,201206,0.002641259,0.730897589,0.927190497,1.67432E-08,-0.072809503,0.771538765
LT,4,201206,201207,0.002377933,0.410363013,0.942184354,2.16782E-17,-0.057815646,0.964123084
LT,4,201207,201208,-0.004512399,0.259024868,1.102121281,1.18068E-15,0.102121281,0.948435924
LT,4,201208,201209,-0.0042293,0.258771936,1.095663628,2.79728E-17,0.095663628,0.957540384
LT,4,201209,201210,-0.00033912,0.756919846,1.008275927,2.96735E-29,0.008275927,0.996132663
LT,4,201210,201211,-0.002260737,0.171948889,1.052478447,7.39337E-26,0.052478447,0.992367061
LT,4,201211,201212,-0.002031747,0.557222504,1.042393392,2.05707E-18,0.042393392,0.971028942
LT,4,201212,201301,0.004719822,0.024410948,0.902464979,1.32612E-21,-0.097535021,0.990284484
LT,4,201301,201302,-0.001357101,0.527025228,1.028117599,2.34997E-21,0.028117599,0.989712677
LT,4,201302,201303,0.001841403,0.384447388,0.958838045,3.1309E-22,-0.041161955,0.986962157
LT,4,201303,201304,0.002013875,0.515119735,0.951579382,2.59696E-18,-0.048420618,0.970409357
LT,4,201304,201305,-0.000222181,0.933047358,1.002270249,4.71636E-19,0.002270249,0.982525166
LT,4,201305,201306,0.001977371,0.183689473,0.943399249,1.98272E-24,-0.056600751,0.993464682
LT,4,201306,201307,-0.00068986,0.607652106,1.014014238,7.2941E-27,0.014014238,0.993759074
LT,4,201307,201308,0.001015547,0.401066895,0.974550116,2.10921E-28,-0.025449884,0.994250398
LT,4,201308,201309,-0.000930906,0.528311469,1.021356699,2.64596E-25,0.021356699,0.99314595
LT,4,201309,201310,0.000338445,0.944171544,0.984592545,4.58239E-14,-0.015407455,0.928152972
LT,4,201310,201311,4.51081E-05,0.988395844,0.996916118,4.57077E-19,-0.003083882,0.965554039
LT,4,201311,201312,-0.000977131,0.790275159,1.020313959,1.01144E-17,0.020313959,0.955430072
LT,4,201312,201401,0.004189184,0.326765134,0.888626119,1.76323E-15,-0.111373881,0.923697062
LT,4,201401,201402,0.003203913,0.487901364,0.91800433,3.23421E-14,-0.08199567,0.912832857
LT,4,201402,201403,0.002395346,0.472802449,0.934749377,2.78874E-17,-0.065250623,0.951506988
LT,4,201403,201404,-6.58363E-05,0.981158728,0.999446309,2.26485E-19,-0.000553691,0.967509269
LT,4,201404,201405,0.001126123,0.490896907,0.972767641,1.0119E-24,-0.027232359,0.988350967
LT,4,201405,201406,0.001107014,0.669888948,0.97226806,2.01829E-19,-0.02773194,0.972330439
LT,4,201406,201407,-0.006451035,0.180142529,1.142958741,6.20172E-15,0.142958741,0.940065533
LT,4,201407,201408,-0.005881931,0.309357485,1.125425921,2.44156E-14,0.125425921,0.923601459
LT,4,201408,201409,0.015424335,0.121154938,0.614007976,3.21265E-06,-0.385992024,0.617816153
LT,4,201409,201410,-0.004283797,0.493450426,1.088871747,1.5602E-12,0.088871747,0.901108718
LT,4,201410,201411,0.001114235,0.858849057,0.96173627,1.58817E-12,-0.03826373,0.879589189
LT,4,201411,201412,0.000335214,0.971025066,0.971154397,2.31404E-09,-0.028845603,0.808787529
LT,4,201412,201501,0.000413164,0.90828915,0.9883478,2.55948E-18,-0.0116522,0.970448393
LT,4,201501,201502,0.000599743,0.457361872,0.985944039,1.86743E-34,-0.014055961,0.998199896
LT,4,201502,201503,0.006028233,0.050317022,0.856965431,4.19728E-19,-0.143034569,0.970513671
LT,4,201503,201504,-0.002801417,0.31320074,1.065018393,7.95282E-21,0.065018393,0.979107251
LT,4,201504,201505,0.005849301,0.091627908,0.855275707,2.57459E-17,-0.144724293,0.957845037
LT,4,201505,201506,-0.002315089,0.272678086,1.05965964,5.03176E-23,0.05965964,0.986543667
LT,4,201506,201507,-0.003214748,0.097036582,1.072856766,1.13488E-24,0.072856766,0.990321775
LT,4,201507,201508,-0.00353416,0.218371067,1.079867078,9.53925E-22,0.079867078,0.979393574
LT,4,201508,201509,0.000757114,0.719997201,0.982015248,4.75897E-25,-0.017984752,0.98687503
LT,4,201509,201510,0.007946627,0.102357042,0.811872341,3.06024E-14,-0.188127659,0.922091249
LT,4,201510,201511,0.000993874,0.820169476,0.970664114,2.24514E-15,-0.029335886,0.937880723
LT,4,201511,201512,-0.002545876,0.391364931,1.060205163,2.06925E-20,0.060205163,0.973376926
LT,4,201512,201601,0.000121519,0.963769844,0.995052836,6.62279E-21,-0.004947164,0.979436829
LT,4,201601,201602,0.007774736,0.045227166,0.809207205,8.53721E-16,-0.190792795,0.942878063
LT,4,201602,201603,-0.004068707,0.191755902,1.105715418,2.64299E-20,0.105715418,0.964047729
LT,4,201603,201604,0.000685179,0.732020213,0.979538396,1.0321E-24,-0.020461604,0.983521014
LT,4,201604,201605,-0.000422491,0.878145051,1.004760714,5.72376E-21,0.004760714,0.972185519
LT,4,201605,201606,-0.001411153,0.639705145,1.034803958,1.67036E-20,0.034803958,0.969700178
LT,4,201606,201607,-0.004475448,0.222399633,1.110581841,4.62893E-20,0.110581841,0.96246617
LT,4,201607,201608,-9.1193E-05,0.893175868,1.005133868,9.15059E-38,0.005133868,0.998738157
LT,4,201608,201609,0.001340245,0.301972509,0.967435136,9.37556E-30,-0.032564864,0.995564088
LT,4,201609,201610,0.002525047,0.116204404,0.940771977,3.8858E-27,-0.059228023,0.992670778
LT,4,201610,201611,0.003543644,0.033304053,0.905480696,2.85294E-27,-0.094519304,0.989523351
LT,4,201611,201612,-0.002785129,0.428599731,1.070683967,5.93423E-19,0.070683967,0.964797525
LT,4,201612,201701,0.002280887,0.109270354,0.948549302,3.08434E-27,-0.051450698,0.994209024
LT,4,201701,201702,0.004436774,0.147785283,0.889293126,6.08885E-19,-0.110706874,0.964722097
LT,4,201702,201703,-0.000303655,0.888678778,1.005486381,1.33181E-23,0.005486381,0.979940783
LT,4,201703,201704,-0.001678051,0.499814423,1.042172524,2.95904E-22,0.042172524,0.978049466
LT,4,201704,201705,-0.001300441,0.685975921,1.028284681,3.95498E-20,0.028284681,0.962917118
LT,4,201705,201706,0.0009127,0.64783799,0.972778243,1.11487E-25,-0.027221757,0.983707963
LT,4,201706,201707,0.00063439,0.775162572,0.981171801,8.65325E-25,-0.018828199,0.978128801
LT,4,201707,201708,-0.000422395,0.881992735,1.011843026,4.52833E-21,0.011843026,0.972701426
LT,4,201708,201709,0.000405201,0.825540896,0.982962593,1.18372E-25,-0.017037407,0.988256984
LT,4,201709,201710,0.006649392,0.067990779,0.83749859,5.43712E-17,-0.16250141,0.942192606
LT,4,201710,201711,-0.005058326,0.322904641,1.119577836,4.36127E-15,0.119577836,0.917982553
LT,4,201711,201712,0.008273681,0.171326207,0.788435582,2.49708E-11,-0.211564418,0.84871835
LT,4,201712,201801,-0.002539671,0.447707189,1.064520235,6.81124E-19,0.064520235,0.959252626
LT,4,201801,201802,-0.002365294,0.53961712,1.054782306,5.57308E-18,0.054782306,0.951804757
LT,4,201802,201803,0.004618717,0.08071904,0.882680093,5.20012E-21,-0.117319907,0.97239797
LT,4,201803,201804,0.001506191,0.742284853,0.954133514,4.55849E-15,-0.045866486,0.90929142
LT,4,201804,201805,0.000840933,0.439249196,0.982417962,3.30438E-31,-0.017582038,0.994781812
LT,4,201805,201806,-0.000697861,0.865567798,1.011509804,1.16576E-16,0.011509804,0.931523263
LT,4,201806,201807,-0.00049161,0.759174615,1.011465297,8.04273E-27,0.011465297,0.990529149
LT,4,201807,201808,-0.004531987,0.10368555,1.106231087,7.22936E-22,0.106231087,0.979863865
LT,4,201808,201809,0.001844249,0.263463151,0.955180785,1.61722E-26,-0.044819215,0.99174628
LT,4,201809,201810,0.003635163,0.148168415,0.904346003,3.7289E-22,-0.095653997,0.974085705
LT,4,201810,201811,0.001611805,0.306925425,0.961331193,4.19545E-27,-0.038668807,0.989208024
LT,4,201811,201812,-0.003763261,0.145017315,1.089749467,5.26999E-22,0.089749467,0.980386991
LT,4,201812,201901,0.003388309,0.231614689,0.915071912,5.59729E-20,-0.084928088,0.971077726
LT,4,201901,201902,0.003525218,0.118508993,0.905763569,1.65909E-22,-0.094236431,0.975649404
LT,4,201902,201903,-0.001737105,0.502489514,1.041611416,3.35561E-21,0.041611416,0.973347537
LT,4,201903,201904,0.000866555,0.779468519,0.97779409,9.46828E-19,-0.02220591,0.96340195
LT,4,201904,201905,-0.001092325,0.547668777,1.023333419,1.1817E-24,0.023333419,0.98819947
LT,4,201905,201906,0.000634686,0.753173953,0.983048419,2.52191E-24,-0.016951581,0.982349436
LT,4,201906,201907,-0.002157019,0.401891926,1.053870951,2.10418E-22,0.053870951,0.975200556
LT,4,201907,201908,0.001089577,0.459357689,0.972745104,1.16921E-27,-0.027254896,0.991882728
LT,4,201908,201909,-0.000519943,0.63797386,1.012689549,5.91092E-31,0.012689549,0.995576451
LT,4,201909,201910,0.001039579,0.711048518,0.971284885,1.233E-20,-0.028715115,0.970426395
LT,4,201910,201911,0.002355393,0.071018726,0.939799927,1.06969E-28,-0.060200073,0.993295876
LT,4,201911,201912,0.001627654,0.245521756,0.956668612,5.14038E-28,-0.043331388,0.990816906
LT,4,201912,202001,0.000285695,0.865655261,0.989949655,2.70874E-25,-0.010050345,0.987453342
LT,4,202001,202002,-0.002760204,0.035885539,1.071428058,5.93082E-30,0.071428058,0.993484272
LT,4,202002,202003,0.003927954,0.317594141,0.893203019,3.51361E-16,-0.106796981,0.925475363
LT,4,202003,202004,-0.000608164,0.885350399,1.013898529,1.78969E-15,0.013898529,0.939090295
LT,4,202004,202005,0.000709839,0.879486359,0.976551405,1.19564E-14,-0.023448595,0.91974647
LT,4,202005,202006,0.001848222,0.612284121,0.943726361,6.46727E-17,-0.056273639,0.947993181
LT,4,202006,202007,-0.003376758,0.05662386,1.08609428,2.2561E-26,0.08609428,0.989714814
LT,4,202007,202008,-0.00078712,0.630180627,1.017551553,6.63778E-27,0.017551553,0.990673453
LT,4,202008,202009,-0.001535543,0.466410769,1.037211737,1.33847E-24,0.037211737,0.985743678
LT,4,202009,202010,0.001285563,0.321995337,0.966760318,1.7049E-29,-0.033239682,0.994211682
LT,4,202010,202011,0.001125008,0.570588362,0.969598765,1.29524E-25,-0.030401235,0.983526092
LT,4,202011,202012,0.001595958,0.665750061,0.956856299,1.04938E-17,-0.043143701,0.949306878
LT,7,200801,200802,-0.002347392,0.006825132,1.029525515,6.2125E-25,0.029525515,0.999761253
LT,7,200802,200803,0.000856926,0.479115494,0.991876363,1.02652E-19,-0.008123637,0.999541014
LT,7,200803,200804,0.002075438,0.154141693,0.977925306,6.54756E-19,-0.022074694,0.999357158
LT,7,200804,200805,0.003135479,0.095370788,0.972144198,1.86154E-15,-0.027855802,0.99928038
LT,7,200805,200806,0.001917085,0.314842239,0.980103927,2.9758E-16,-0.019896073,0.998961365
LT,7,200806,200807,0.005470435,0.396953165,0.937137868,1.10285E-10,-0.062862132,0.986516813
LT,7,200807,200808,5.6716E-05,0.976123791,0.998476059,5.10492E-19,-0.001523941,0.998059803
LT,7,200808,200809,0.001017318,0.627439978,0.985632118,2.70889E-19,-0.014367882,0.997217419
LT,7,200809,200810,-0.005535154,0.444806892,1.065594801,7.08992E-12,0.065594801,0.975674611
LT,7,200810,200811,0.003112437,0.193603639,0.965722716,4.11696E-17,-0.034277284,0.997618758
LT,7,200811,200812,-0.001617143,0.417032776,1.018364947,4.39708E-18,0.018364947,0.998359696
LT,7,200812,200901,0.003859218,0.16163696,0.957277539,1.88145E-15,-0.042722461,0.997265759
